,product_id,product_category,product_name,product_stock,unit_price_cop,product_url
1513,28,Juguetes,Arco y Flecha de Juguete6,73,89716,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoyWVVMVSIPJe3fVi-oZRVzAD-E1561yrDVw&s
1514,4714,Alimentos,Almendras7,91,1705902,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPdUXRNWNeimHMICyu6vkbaywvWB_zXP_jRQ&s
1515,8477,Tecnologia,Estacion de Carga USB6,70,365433,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROlAwK_Yu6EyBFrr8pY5JMzi8zGDr_PPxRmA&s
1516,6743,Tecnologia,Lector de Tarjetas6,99,1140188,https://ibertronica.es/blog/wp-content/uploads/2023/11/51myaWVZqL.jpg
1517,4722,Ropa,Camiseta de Algodon Organico7,24,1964013,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ9pzAqo7L818fQFdrU64l62vmuxQiTWm0rug&s
1518,6329,Ropa,Blusa de Seda7,99,424106,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSruG2jjafYYBGrSyqkm5Ah8A4bwZOAF7hSYg&s
1519,2252,Tecnologia,Teclado Bluetooth6,51,413155,https://www.steren.com.co/media/catalog/product/cache/0236bbabe616ddcff749ccbc14f38bf2/image/21764956d/teclado-bluetooth-recargable-con-iluminacion-multicolor-compacto.jpg
1520,3294,Tecnologia,Smart Plug6,34,3327354,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQFjrwg7xY2xt6a14bHQC9e6KjfHIvKClQYYA&s
1521,2134,Muebles,Silla de Oficina7,4,825299,https://http2.mlstatic.com/D_NQ_NP_649426-MLU74140626571_012024-O.webp
1522,1920,Muebles,Escritorio7,71,3027838,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTKPpgFf8a2RApkAvAZvlFv8TOogr25V_1kw&s
1523,9486,Ropa,Zapatos de Tacon7,94,3705928,https://malvaonline.com/cdn/shop/products/S020910715NEG-1_JPG.jpg?v=1692894065
1524,8228,Muebles,Armario7,43,645405,https://maderkit.vtexassets.com/arquivos/ids/166207/mueble-habitacion-closet-armario-1-1-maderkit.jpg?v=638218472161600000
1525,3208,Juguetes,Juguete Musical6,98,2240026,https://babymania.com.co/wp-content/uploads/2024/07/1becdebe-9ddc-4203-9157-9c11c467ae75-dfp6640_imagen1.jpeg
1526,7696,Tecnologia,Camara 3606,45,3946602,https://thehousetechnology.com/1572-large_default/camara-insta360-x3.jpg
1527,8785,Tecnologia,Reproductor Multimedia6,42,818434,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2xOcIuV9ltXHkqys7sCpGa22YpV0YMra0iA&s
1528,458,Muebles,Banco de Jardin7,82,2510352,https://www.vilmupa.com/muebles-valencia/wp-content/uploads/2016/02/banco-madera-natural.jpg
1529,8425,Tecnologia,Smartphone7,36,3122229,https://img.freepik.com/vector-gratis/pantalla-realista-smartphone-diferentes-aplicaciones_52683-30241.jpg
1530,922,Alimentos,Nueces7,62,145061,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGlaKpxGfN9V-nHh-ljrhNW6FiC4xcn1t4ew&s
1531,5970,Muebles,Lampara de Pie7,19,2498474,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoHE6hpLGc8BXWLGPbcsueZ-2IwGgdKeBXyw&s
1532,2534,Juguetes,Castillo de Juguete6,38,2728239,https://http2.mlstatic.com/D_NQ_NP_823206-MCO51840934268_102022-O.webp
1533,3540,Alimentos,Avena Instantanea7,41,1852817,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRoE-vaHY0GkLAr3vFWfHjxJSXzVP-OF9Yabg&s
1534,7061,Muebles,Espejo7,11,959873,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs-sPAR-o5ANUjScRhCSAiYLu0v8zf1rQ_XA&s
1535,2480,Ropa,Botas de Agua7,2,114651,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTRVCUPmp0ZtgPkAf941XS-7M2qGZOly0_mQ&s
1536,2596,Ropa,Faja7,91,6529,https://www.formatucuerpo.com/cdn/shop/products/O-062-ASH-F.jpg?v=1719496710&width=2048
1537,3812,Alimentos,Cafe Molido7,97,1464723,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSgARldygWkeUJSXhp-YQNbV7UoTrC9onwqA&s
1538,7853,Ropa,Mono de Trabajo7,0,1881879,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSGvOaDcmcieM6Z7oWerpjOJiNedSRoXijWFA&s
1539,766,Muebles,Mueble TV7,82,206093,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQE2IUsymg69QRf8VuZQdrgRSw-wFq-aZJlIQ&s
1540,7247,Ropa,Pantalones Cargo7,91,2654150,https://http2.mlstatic.com/D_NQ_NP_624492-CBT78274239132_082024-O.webp
1541,1677,Alimentos,Te Verde7,52,1816383,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU6F2qprnyKDTK4gQNp8kFbTitbERim_ozPQ&s
1542,94,Alimentos,Chocolate Oscuro7,27,2851777,https://perfectdailygrind.com/es/wp-content/uploads/sites/2/2020/04/Hs_5Ce8ecmXodh-AdEVHyT07irPaZ-zAAhYkKYRJgS5CVzHKs0cAAdyeAF9TIgyh4KI5gqYmyuIDwJnf2f9wCdNvJ5WbQOlSoRr5zmmzMalyR1-RQxvlOtTZkJq9G_GPUiVZ6_WX-1.jpeg
1543,2257,Juguetes,Titeres de Mano6,90,3154662,https://i.pinimg.com/236x/13/e5/5b/13e55b0ca7b08ffda410015537798099.jpg
1544,8701,Ropa,Chaleco de Seguridad7,56,921207,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTT1y0AbCkuGdTD0SoFM39I8P0O05Q_x46Y6g&ss
1545,9639,Muebles,Cama Litera7,95,2727102,https://kidsdecorcolombia.com/cdn/shop/files/105-cm.webp?v=1713661210
1546,1485,Juguetes,Tren de Juguete6,41,435774,https://http2.mlstatic.com/D_NQ_NP_954533-CBT52848942552_122022-O.webp
1547,5567,Muebles,Mesa de Centro7,82,4011214,https://http2.mlstatic.com/D_Q_NP_841280-MLU72203465542_102023-O.webp
1548,2025,Tecnologia,Computador7,40,2558664,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdzqeyZVc0ln_z_h55zB_N63dYG3wFePzEPg&s
1549,3563,Juguetes,Autobus Escolar de Juguete6,14,177536,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSRJIoa6-JNv7zkDF6WiSxD2RWykaD-0qDIw&s
1550,1891,Muebles,Silla de Comedor7,66,1043607,https://ambientegourmet.vtexassets.com/arquivos/ids/216893-800-auto?v=638235666083900000&width=800&height=auto&aspect=true
1551,2508,Alimentos,Pollo Organico7,82,280603,https://www.lavanguardia.com/files/og_thumbnail/uploads/2018/09/26/5e99833ed5c67.jpeg
1552,5597,Ropa,Saco de Vestir7,31,3666672,https://www.lyh.com.co/wp-content/uploads/2023/05/4E133012-Saco-para-hombre-tienda-de-ropa-LYH-moda-4-1.jpg
1553,3156,Juguetes,Barco Pirata de Juguete6,43,4013320,https://http2.mlstatic.com/D_NQ_NP_657538-CBT53281369333_012023-O.webp
1554,2645,Alimentos,Carne de Res7,16,4141786,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBHu2MT5t3rBjyukyWbkAB8rovNBkkgqb4RQ&s
1555,9203,Alimentos,Tofu7,88,442134,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTok0Ptvz_5XqOWRJ0eVhgeNF4fU7hcgQ0qYw&s
1556,4102,Juguetes,Lego Star Wars7,70,4091916,"https://media.admagazine.com/photos/61f9616c9b19d943aa117c2a/3:2/w_1278,h_852,c_limit/GettyImages-521952820.jpg"
1557,1265,Alimentos,Salmon Ahumado7,23,3946181,https://www.elespectador.com/resizer/0RBE43of1FIVBguCBHnF_sRCAKE=/arc-anglerfish-arc2-prod-elespectador/public/CZT2L7SIH5H3RJ5DH5JE2QHHVE.jpg
1558,5082,Alimentos,Atun en Conserva7,30,394917,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7kZ_vmuY37WTc6LMD1v-gk6LeVfKBxk55Pw&s
1559,2088,Muebles,Mueble de Almacenamiento7,56,322639,https://mueblesydisenos.com.co/wp-content/uploads/mueble-almacenamiento-AA003.webp
1560,5365,Tecnologia,Tablet7,23,2664975,https://p2-ofp.static.pub/fes/cms/2023/02/22/pkhjbh23c7sjfxf76k6e6usevy3ixi851221.png
1561,4350,Alimentos,Sardinas7,0,3609516,https://s2.abcstatics.com/media/bienestar/2020/10/01/sardinas-k1WD--1248x698@abc.jpg
1562,2220,Ropa,Chaqueta de Trabajo7,78,3250990,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoiQAS05Oges3k6GPM8cNtEA8i4qT4hcckPg&s
1563,3386,Juguetes,Muneca Barbie7,20,3890751,https://arisma.com.co/wp-content/uploads/2021/08/products-WhatsApp-Image-2021-08-09-at-1.12.01-PM-(2).jpeg
1564,9810,Ropa,Abrigo Largos7,25,2400545,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl4uxrT0OoT_bE4fIJqp1lfRkoKye1N6DsZQ&s
1565,9521,Tecnologia,Smartwatch7,16,1903066,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQSvAY6_jjW97YakvngtvA_jHt4rt8BSawpg&s
1566,4166,Alimentos,Mantequilla de Mani7,16,3095315,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc7xQyPbuAzYRcf67vVW2Ii3NjRNnUjuZTPg&s
1567,1369,Ropa,Camisa de Algodon8,26,589848,https://hmcolombia.vtexassets.com/arquivos/ids/3941478/Camisa-Slim-Fit---Negro---H-M-CO.jpg?v=638606870434200000
1568,1711,Muebles,Taburete7,86,3192528,https://mesasparajuegos.com/wp-content/uploads/2024/06/Mesa-Perseus-ENG-750x600.jpg
1569,1483,Alimentos,Yogurt Natural7,20,3830309,https://sembrandoconfianza.com/wp-content/uploads/2022/04/Fotos-para-producto-2-scaled.webp
1570,7340,Alimentos,Queso Cottage7,69,1396152,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcROb8tDECMBBItgdM3kl9PlfjApyXsVF8j7eg&s
1571,5822,Muebles,Silla de Ruedas7,21,1522638,https://www.ikea.com/co/es/images/products/mullfjaellet-silla-sala-reuniones-con-ruedas-naggen-beige__0955958_pe804390_s5.jpg?f=s
1572,6476,Muebles,Mesa de Exterior7,80,3566511,https://conceptual.com.co/wp-content/uploads/2022/06/Copia-de-SET-COMEDOR-EXTERIOR.jpg
1573,3415,Muebles,Cuna7,15,3065662,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQljsh3aCd4Ct_012CmcFzhLzMY7VJioZp3lg&s
1574,5156,Muebles,Cama Individual7,40,1920377,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6Jr87BtGCdu_-njp8IGZtssFcy9HbmZVI5w&s
1575,7223,Tecnologia,Monitor7,71,2798074,https://www.lg.com/content/dam/channel/wcms/co/images/monitores/22mr410-b_awpq_escb_co_c/gallery/DZ-3.jpg
1576,9156,Tecnologia,Impresora7,69,2105832,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZKFxbH4Uzi9J4ntsqMCPIhYU-KMt_cbnkdQ&s
1577,8848,Muebles,Comoda7,40,2717961,https://cdn1.totalcommerce.cloud/homesentry/product-zoom/es/comoda-tvilum-76235uu-naia-3-cajones-blanco-brillante-5.webp
1578,8792,Tecnologia,Router7,19,1799788,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSheBh4r01neB4uHS3aC7DmpkL09WGtq2L8mw&s
1579,8781,Ropa,Jeans8,56,3576788,https://offcorss.vtexassets.com/arquivos/ids/804333-800-auto?v=638264226764870000&width=800&height=auto&aspect=true
1580,8718,Alimentos,Huevos de Campo7,92,2143318,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT2agWTagxCHlvZiQc7nHLc7-4zkmSNE623OA&s
1581,6359,Ropa,Chaqueta de Cuero8,61,2078833,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRHiyFzEponIRRjtsCeuyQ3N4pdoYCD5cyucQ&s
1582,9720,Muebles,Mesa Auxiliar7,65,42794,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStRSpVFYksgdfZ_TsY5gSXhWKgWbFfkyGVrg&s
1583,278,Ropa,Vestido de Verano8,75,3964840,https://media.istockphoto.com/id/1440977634/photo/vertical-shot-of-the-beautiful-pink-dress-isolated-on-the-white-background.jpg?s=612x612&w=0&k=20&c=3lSPxjs-xh7PGeW2eGnPlawyw9gcJPlnc1QWnwnkNyI=
1584,3956,Muebles,Puf7,83,2683802,https://m.media-amazon.com/images/I/814VWM38UyL._AC_SL1500_.jpg
1585,5574,Alimentos,Pan Integral7,25,1491806,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Assorted_bread.jpg/640px-Assorted_bread.jpg
1586,2154,Juguetes,Pelota de Futbol7,53,511126,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwLn-svfuwtdts1rY5pCats1FsHrh54UclXA&s
1587,5784,Muebles,Silla Plegable7,60,692200,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZb6nDk5Ete7dHPpQAYYFUeEatZIkHW9DgQg&s
1588,6559,Muebles,Silla de Jardin7,1,1864315,https://m.media-amazon.com/images/I/71FL5vyzgZL._AC_SL1500_.jpg
1589,8936,Juguetes,Rompecabezas 3D7,65,347743,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQg4cHx7y-7sXlsnFY4q_TCnXMemu9XfkPxLQ&s
1590,1957,Juguetes,Juguete de Construccion7,44,3866068,https://pepeganga.vtexassets.com/arquivos/ids/987333/101083134-1.png?v=638259770570670000
1591,1418,Juguetes,Camion de Bomberos7,30,281319,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNfbOvN9uBxvJ4ENLf5F3NnZhxDIOWcEWrqQ&s
1592,2873,Juguetes,Dinosaurio de Juguete7,56,2971482,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZzsNaZ8wcLhFCR0etJT_V_JlS878WSHM2yg&s
1593,7687,Ropa,Zapatillas de Deporte8,51,2922496,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO9KPUVXrT9Sro_QEXr-ozCsEO0YWr_Z_D9A&s
1594,9308,Alimentos,Tortillas de Maiz7,70,3971621,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYrjgix2QtXAuhkpM6-11NwTnHSP3Oil83MA&s
1595,5121,Alimentos,Mermelada de Fresa7,75,3864342,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZvHTFn-u4lViuimlCB3vlQmx4FsCeE364TA&s
1596,869,Alimentos,Galletas de Avena7,53,1300497,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3i416iiDxX_HhCLBOstYsG87BSiPp9BQJTw&s
1597,2759,Tecnologia,Mouse Inalambrico7,30,1104723,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9tZFAdswBzZ4qGEUQDJ8ao4q51TcwL9n2ng&s
1598,2009,Muebles,Perchero7,32,2864455,https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/sodimacCO/349585/public
1599,3975,Muebles,Cajonera7,99,560828,https://mueblesonline.com.co/4614-large_default/Cajonera-Office-Wengue.jpg
1600,6597,Ropa,Botas8,78,2246091,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRCJJAFPfo0z0RuM4PppY35VUxbN_ynEq4ZA&s
1601,6715,Ropa,Camiseta de Manga Corta8,14,1133196,https://frutocuatro.com/wp-content/uploads/2018/05/camiseta-64000-royal-frente.jpg
1602,3232,Muebles,Mueble Bar7,92,2191125,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/50966257_8/w=800,h=800,fit=pad"
1603,8975,Tecnologia,Teclado Mecanico7,63,2450879,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQMNxh54o4Qw8d6OdmxgvDNT-0M2QHMU8m7Pg&s
1604,9899,Ropa,Sudadera con Capucha8,52,2075716,https://static.zara.net/assets/public/bb36/8e14/68424737b738/c5796045e8bc/04393350800-a1/04393350800-a1.jpg?ts=1723039661160&w=824
1605,5556,Tecnologia,Camara Digital7,56,2377632,https://sony.scene7.com/is/image/sonyglobalsolutions/529_category?$goldenAreaImage$&fmt=png-alpha
1606,4362,Alimentos,Granola7,14,3520474,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgxYCXH8EPkt5LLnRaA7f1QSOsv6-zP0WfTK3iQRqR1ucfcIhhoifX95Orpsks6i5CpwxQd8XhK0gP2G_ofN_bnM2X64f7P08qWEz28q1jEHi5OFmoLd3jOKtZbi-ZBcQShA5_FlGwxalU/s1600/receta-basica-granola-casera.jpg
1607,4508,Ropa,Pantalones Cortos8,86,3673454,https://m.media-amazon.com/images/I/71OCpVhClaL.jpg
1608,1043,Ropa,Falda de Lino8,10,2773223,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVNEoDwS2eYWD8AyGzvz90RqQWQx2YQ4Myww&s
1609,2862,Alimentos,Cereales para Desayuno7,30,2611482,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv9b4Zm4W_SS_51INvtiTUIXK7oqKNBzbfLQ&s
1610,8774,Muebles,Silla de Paseo7,67,2529643,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSiCxuTQVuLS5Lctw1vnS7F3MKPKIR8qLJ7Zg&s
1611,9577,Ropa,Cinturon de Cuero8,23,1393667,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7JGYP9JOkQF7LsRqn60Anx_fZoDR6W4L-AA&s
1612,4943,Alimentos,Zumo de Naranja7,24,3140636,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtWUEL1504EWn4j-LFUc1g4tdOciSKQQrMRQ&s
1613,5547,Alimentos,Leche de Almendra7,58,3798129,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRIAxPBdJyndfHbwM1iFSBFtr1CLyi0p3Px5g&s
1614,3317,Ropa,Gorro de Invierno8,97,2661816,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRb9TGr1p_QqugfhgIXGNZVha7wAF544MW6-Q&s
1615,8082,Tecnologia,Disco Duro Externo7,47,275254,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVyOKLbOP-lCTluN6N3ftMROze75qbKes_iw&s
1616,1969,Alimentos,Salsa de Tomate7,74,623460,https://i.blogs.es/78995c/salsas/1366_2000.jpg
1617,9309,Alimentos,Vinagre Balsamico7,16,594018,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQkfqkF0k1nm9z932JQSQXrfbyDW16CF6qFRw&s
1618,1583,Tecnologia,Laptop Ultraligera7,28,2017843,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT84Fy08oMXKt99j3kD-x7c4s3YMMnWA5fbFA&s
1619,5422,Tecnologia,Bocina Bluetooth7,93,569462,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPtt_3YeJz_TfQRnpS19SFyAGGWaq2Kggq6Q&s
1620,2257,Muebles,Mueble de Oficina7,44,3414247,https://maderkit.vtexassets.com/arquivos/ids/166522/mueble-escritorio-oficina-1-1-maderkit.jpg?v=638316020971130000
1621,9665,Muebles,Mesa de Juego7,89,3878873,"https://m.media-amazon.com/images/I/71hxZz3X5BS._AC_UF894,1000_QL80_.jpg"
1622,4752,Juguetes,Bloques Magneticos7,69,2922791,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSH3SS77HVoOd5ltss5vHaxat8BwAyGXE-gw&s
1623,5497,Ropa,Bufanda de Lana8,54,2057436,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTK-r9oqe1mbsBKWxevxQA3R3-uwlfrHnzTYQ&s
1624,2707,Tecnologia,Auriculares VR7,61,3810975,https://d2jygl58194cng.cloudfront.net/product_images/pictures/000/079/771/medium/alt_%22promocional_publicitario_auriculares_EC745_perfil_der%22.jpg?1619094893
1625,1988,Muebles,Cama con Cajones7,82,708332,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZBziqnDoO6HGZpPUkOPDmEKjWOA3_4Hm1PA&s
1626,6882,Ropa,Guantes de Cuero8,45,2796389,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQeg9adVP-xGMAXAJHUd4gTJP-EOMJjkCq-w&s
1627,5223,Tecnologia,Drone7,22,690852,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvGZM3JJVJY1nH774AV0HCDrLe1JPQMhOtZQ&s
1628,170,Muebles,Silla de Comedor de Madera7,27,2548302,https://forandes.com/wp-content/uploads/LOTUS-6.jpg
1629,1298,Muebles,Cama de Matrimonio7,14,757360,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTrmVi_H2Bc85exs0zWTsVi3zWnSolheNXwfw&s
1630,8735,Tecnologia,Smart TV7,89,1191069,https://www.lg.com/content/dam/channel/wcms/co/audio_y_video/tv/32lr650bpsa/32lr650-gallery/gallery/DZ-01.jpg
1631,987,Alimentos,Sopa Instantanea7,14,3644054,https://pastaslamuneca.com/wp-content/uploads/2021/04/Sopa-de-fideos-La-Muneca-receta-1000-x-1500-px-jpg.webp
1632,7745,Alimentos,Fideos de Arroz7,45,3753229,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtq9IDMnsPftfA5V6QX8S4EnTfRJQBOYoynA&s
1633,5975,Muebles,Silla de Patio7,93,993147,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkwPWkYok48eqrpVRwzSofcK3GSvWEs5duFQ&s
1634,9223,Alimentos,Pure de Papas7,36,1683199,https://cloudfront-us-east-1.images.arcpublishing.com/elespectador/S2GZ3T3KBBANFN6SHLMOXFYHLA.jpg
1635,8690,Ropa,Chaqueta de Plumas8,49,1897801,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcNTl2TUP3NVYBkBfK7L9QH--s4UMYCy82sw&s
1636,5368,Alimentos,Hummus7,11,1000308,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKCzJjEth0kBsyC0XlwN5tCRZoZCpTPx2N1A&s
1637,6092,Alimentos,Guacamole7,45,2326498,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTL3NNItjYdHkAaN4-1jLO8raFRqpgcLdLvBw&s
1638,8641,Juguetes,Carrito de Carreras7,57,530249,"https://imagedelivery.net/4fYuQyy-r8_rpBpcY7lH_A/falabellaCO/132000462_01/w=800,h=800,fit=pad"
1639,9687,Muebles,Mesa de Picnic7,41,1450318,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSvAlT5Gj0VEShCZR6Tq7V8V1p_HVwRRkSUg&s
1640,7823,Muebles,Cama de Dia7,21,608339,"https://m.media-amazon.com/images/I/71hxZz3X5BS._AC_UF894,1000_QL80_.jpg"
1641,1355,Alimentos,Chiles en Conserva7,84,3255076,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRBKtiNfOZ0uJUjEpJ245x1qDR_WdNxZJnjQ&s
1642,1449,Alimentos,Arandanos Secos7,79,1754130,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTWd-stLCxclKuk2dR_YOYzK7U-ULM-gqg8yg&s
1643,9925,Tecnologia,Proyector7,24,1099037,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwO8QnKMsdgprwDgh_ZWakliN_TrN4Ut4puA&s
1644,9555,Alimentos,Pasas7,76,2427965,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSRE_N4Tzqu-aoxqzAHWLpPSYvkEv1DSV0kw&s
1645,1411,Juguetes,Avion de Juguete7,55,1958201,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQw_95_uNA6M2ZACG770O-odZ8xm3s6EmpsiA&s
1646,152,Alimentos,Papitas Fritas7,70,1813477,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQz8O3IepeluI0dQsR_ngCo3Sz1cmoK6a_Tqg&s
1647,531,Juguetes,Juego de Te7,39,2043368,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSAJlefte8Hl9JcokiT1KAE3cFVnUy4YzB5Eg&s
1648,7178,Juguetes,Robot Interactivo7,59,1004941,https://moreproducts.vtexassets.com/arquivos/ids/170188/TOY-66692__1.jpg?v=638336149606270000
1649,3634,Muebles,Mueble de Cocina7,36,1719507,https://maderkit.vtexassets.com/arquivos/ids/165780-800-auto?v=638188912562730000&width=800&height=auto&aspect=true
1650,7612,Muebles,Silla de Balcon7,32,1516825,https://www.solattu.com/wp-content/uploads/2020/10/galeria-balcon-bira-2.jpg
1651,771,Alimentos,Aceitunas7,96,2839562,https://www.evok.com.co/wp-content/uploads/2019/05/aceitunas-evok.jpg
1652,2453,Muebles,Estante Flotante7,77,2076221,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuMKFMEQ6dLex5SY_TONeWDgtUx4cckiWAgA&s
1653,6265,Tecnologia,Cargador Inalambrico7,56,4103288,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRetsTmxWb8brBzWmnlgBhVdjwqJXiXBwkMxg&s
1654,3006,Juguetes,Pelota Saltarina7,49,898335,https://media.istockphoto.com/id/91712739/es/foto/pelota-de-f%C3%BAtbol.jpg?s=612x612&w=0&k=20&c=YTrM0cjnsDMBagE47GTiHxDtE00Mb3v27jvD_yyxyfk=
1655,8832,Alimentos,Ketchup7,4,1530093,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTIzEv0j6_dYzBQTjX3x9YFc-xo1v5mQVHFbA&s
1656,6622,Ropa,Traje de Bano8,6,3842987,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQn0s5-ErZjwPqLoxi8NUFh9PGIt_b8Si6cXw&s
1657,2255,Juguetes,Estuche de Pintura7,75,1844393,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWjluIUy-rcbeu01jYOf-OYeTKZ_7w9C5zcQ&s
1658,7301,Alimentos,Mostaza7,97,367834,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKoyhd7nfpGl7rK45Haq8dgTCxv_sSXjOLPQ&s
1659,1724,Juguetes,Coche Teledirigido7,61,1121571,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQptwnim1CDKcsEMyfX_zfUm3idWc6M0lznyg&s
1660,5324,Juguetes,Kit de Ciencia7,36,4052786,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPAzHTBqJhsFJad2u6Bp2XDa285megd7ojlg&s
1661,5085,Juguetes,Rompecabezas de Madera7,13,1347587,https://http2.mlstatic.com/D_NQ_NP_691415-MCO43329569506_092020-O.webp
1662,569,Tecnologia,USB 3.07,61,1405713,https://www.adslzone.net/app/uploads-adslzone.net/2019/06/memoria-usb.jpg
1663,3818,Ropa,Pijama de Algodon8,40,3553707,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWyh3VvSHCmwf3Ud9xjoGGJlr3eu8QR52Y7Q&s
1664,9242,Muebles,Mueble Modular7,52,129393,http://example.com/mueblemodular
