,id_item_facturas,factura_id,product_id,price,quantity
4407,4408,2409,1397,1140357,6
4408,4409,1188,5267,59768,9
4409,4410,2425,9120,763846,2
4410,4411,1868,3205,1788078,3
4411,4412,2494,4134,2395027,4
4412,4413,2610,1983,2661858,8
4413,4414,3427,5617,900062,8
4414,4415,1991,8781,3576788,9
4415,4416,1272,1160,716251,9
4416,4417,4965,1833,3621646,7
4417,4418,4487,4145,902632,6
4418,4419,4061,2810,3131032,1
4419,4420,312,5760,2705073,9
4420,4421,1477,5485,2835940,9
4421,4422,420,4302,4106868,2
4422,4423,1491,3727,3241682,9
4423,4424,954,8570,2353834,9
4424,4425,4387,6471,1289925,5
4425,4426,1551,8797,1593610,8
4426,4427,2830,1832,893070,1
4427,4428,2550,1803,3693250,5
4428,4429,86,5402,3326890,4
4429,4430,4572,702,1505495,1
4430,4431,4929,7952,3346939,5
4431,4432,4634,1152,3346392,5
4432,4433,914,5958,2708611,3
4433,4434,2511,2497,3129937,6
4434,4435,4537,2930,2919337,8
4435,4436,1310,4039,3506195,9
4436,4437,897,92,1203537,1
4437,4438,1186,4965,928620,4
4438,4439,1742,3490,1304499,6
4439,4440,3700,83,489434,8
4440,4441,4682,3889,2039450,9
4441,4442,3708,383,2202792,3
4442,4443,1397,9244,948627,1
4443,4444,1953,2047,1936256,3
4444,4445,2947,9361,2809615,8
4445,4446,2368,1352,2191293,3
4446,4447,447,3382,272348,4
4447,4448,4742,2474,2784006,7
4448,4449,201,448,3977476,5
4449,4450,2346,3757,1192080,1
4450,4451,1121,270,1296454,7
4451,4452,4396,3071,509399,2
4452,4453,1201,2352,2506940,4
4453,4454,1503,3634,2877681,4
4454,4455,4644,3373,2122132,1
4455,4456,4821,7603,3968462,7
4456,4457,579,8324,1471883,9
4457,4458,2404,8774,2337492,6
4458,4459,3625,490,1839928,3
4459,4460,4760,2267,776272,5
4460,4461,4431,4100,4124812,8
4461,4462,2811,2386,629020,8
4462,4463,3913,3049,3596964,9
4463,4464,4018,2196,2457070,3
4464,4465,1510,8510,1772873,2
4465,4466,3117,5152,3407887,2
4466,4467,4389,5152,3407887,9
4467,4468,4507,607,1946913,4
4468,4469,1631,9402,2075589,3
4469,4470,3834,3913,3894542,8
4470,4471,4525,5736,1316798,7
4471,4472,873,989,3679224,9
4472,4473,2655,3222,832207,1
4473,4474,2488,7521,3796655,6
4474,4475,3623,9131,2851061,2
4475,4476,2416,7068,192867,2
4476,4477,1619,8864,4066602,4
4477,4478,2862,699,3604672,2
4478,4479,417,5096,1704596,8
4479,4480,2535,1713,72404,9
4480,4481,4367,3951,4174176,5
4481,4482,2523,4874,2787375,5
4482,4483,2853,1055,1651441,6
4483,4484,4413,79,988767,2
4484,4485,2327,4436,2768421,1
4485,4486,4088,9688,3187431,9
4486,4487,2701,8412,3901449,3
4487,4488,595,3589,2386730,4
4488,4489,4802,7243,3790168,1
4489,4490,4325,2252,3459189,6
4490,4491,3185,5037,1110578,2
4491,4492,4563,6426,1458531,2
4492,4493,1895,5296,43636,4
4493,4494,819,5578,1177759,3
4494,4495,1142,7287,1129953,8
4495,4496,1942,6625,194300,1
4496,4497,4962,5380,1501873,9
4497,4498,1802,4415,1409799,3
4498,4499,1566,6203,2414318,7
4499,4500,2587,793,789245,1
4500,4501,636,9165,2611861,6
4501,4502,4014,5912,1825312,7
4502,4503,2501,6528,342141,4
4503,4504,4288,5695,3935314,3
4504,4505,363,4945,2035828,5
4505,4506,4369,8565,3184735,5
4506,4507,3091,3958,408480,9
4507,4508,1561,2045,543095,6
4508,4509,4361,4325,1656917,8
4509,4510,1110,3741,344584,3
4510,4511,1592,6812,3459484,3
4511,4512,1298,3665,602484,8
4512,4513,2113,9402,2075589,6
4513,4514,3317,3818,3553707,3
4514,4515,721,6454,801881,1
4515,4516,4921,735,1375007,4
4516,4517,2914,6569,143166,5
4517,4518,3151,986,4084166,4
4518,4519,3862,5387,368171,8
4519,4520,2733,2748,3701379,6
4520,4521,2259,5064,3627248,3
4521,4522,707,4880,2876417,7
4522,4523,1174,4597,713808,5
4523,4524,3894,4177,3870575,3
4524,4525,4494,6076,1620735,2
4525,4526,680,3243,817339,9
4526,4527,737,4177,2256074,5
4527,4528,467,6570,3503668,5
4528,4529,2186,6551,1744231,9
4529,4530,2965,5848,1690149,6
4530,4531,4488,5336,4002200,4
4531,4532,1371,3624,4209852,4
4532,4533,4084,3283,1249490,7
4533,4534,2840,3024,2792303,9
4534,4535,255,2967,3892436,3
4535,4536,64,5933,3592036,7
4536,4537,721,1709,1413000,1
4537,4538,3351,92,2739106,5
4538,4539,3731,2687,3459484,8
4539,4540,4677,8908,3433117,7
4540,4541,1399,948,2758734,3
4541,4542,2318,8304,1267770,2
4542,4543,4787,2825,3543345,4
4543,4544,1146,5543,2197906,1
4544,4545,3879,4302,4146082,2
4545,4546,585,2775,1074860,8
4546,4547,1321,3156,4013320,8
4547,4548,2246,2087,1825228,1
4548,4549,781,1964,2587895,3
4549,4550,3744,9090,1837696,3
4550,4551,2606,212,2052971,7
4551,4552,3307,3701,1620230,3
4552,4553,239,7034,3747290,1
4553,4554,1141,544,729771,6
4554,4555,2762,3563,177536,2
4555,4556,1080,2142,2866729,7
4556,4557,4575,1181,3950940,7
4557,4558,3769,4226,1865411,8
4558,4559,4185,2393,62085,8
4559,4560,4370,6463,2160714,1
4560,4561,2673,7152,557163,3
4561,4562,2863,3566,3418838,1
4562,4563,3044,9596,2306407,1
4563,4564,3769,5015,3352373,5
4564,4565,1568,5736,1817604,1
4565,4566,296,3255,3939947,3
4566,4567,2583,1026,3513482,1
4567,4568,21,5582,4139638,4
4568,4569,1617,8458,2614599,3
4569,4570,3280,6309,3687564,4
4570,4571,1963,205,637907,7
4571,4572,4537,6069,3113679,5
4572,4573,3296,1682,3132928,4
4573,4574,1284,9642,1081010,5
4574,4575,1957,6857,426381,7
4575,4576,1559,5295,1384147,8
4576,4577,1999,9708,1585270,6
4577,4578,3950,6680,871042,5
4578,4579,1998,9371,2588063,4
4579,4580,3726,8215,1544962,2
4580,4581,4372,5032,2077443,1
4581,4582,1713,7980,4145240,1
4582,4583,4276,7337,1507770,4
4583,4584,137,3283,1249490,4
4584,4585,633,2031,1629496,4
4585,4586,4182,1250,1286387,6
4586,4587,2870,6383,1475927,7
4587,4588,2615,8817,394580,9
4588,4589,1514,1411,1958201,5
4589,4590,2582,5265,2147572,9
4590,4591,2030,5158,3648477,6
4591,4592,2745,7351,2328015,6
4592,4593,1766,861,2538193,2
4593,4594,2101,9578,1313259,3
4594,4595,4509,1547,1909005,8
4595,4596,910,5786,616426,9
4596,4597,493,1783,3130190,7
4597,4598,247,5210,3606104,3
4598,4599,2474,6602,3956837,2
4599,4600,255,1449,1754130,9
4600,4601,4532,7924,3179049,3
4601,4602,2430,6774,497943,1
4602,4603,2989,8883,548445,5
4603,4604,481,9124,1067742,7
4604,4605,3438,4079,2040588,4
4605,4606,3520,437,868472,3
4606,4607,1248,8117,2054740,2
4607,4608,551,2840,3342138,7
4608,4609,922,4990,3685921,4
4609,4610,805,692,3502699,4
4610,4611,4083,6705,3647424,6
4611,4612,120,7534,3807648,5
4612,4613,73,4550,3283170,9
4613,4614,1348,5622,3485935,1
4614,4615,3711,4653,641066,3
4615,4616,1881,7151,1189174,3
4616,4617,1221,6371,2791587,8
4617,4618,766,5773,2548218,8
4618,4619,2721,2926,1339542,5
4619,4620,3638,9177,217339,9
4620,4621,2657,582,2304427,5
4621,4622,465,1053,2819892,2
4622,4623,213,1906,3242019,2
4623,4624,1574,3551,3500846,5
4624,4625,3078,3344,1169799,6
4625,4626,1808,5335,2656298,8
4626,4627,2936,1238,3284602,9
4627,4628,4300,6138,3386659,2
4628,4629,2433,1558,2467095,3
4629,4630,695,3639,622576,3
4630,4631,3664,4008,3539933,7
4631,4632,4439,1397,1140357,8
4632,4633,2938,3452,4012899,8
4633,4634,4360,8618,1781297,7
4634,4635,4033,3750,3510491,3
4635,4636,4664,3316,1683705,2
4636,4637,98,5285,1364562,5
4637,4638,2289,5166,101299,2
4638,4639,3927,8588,815401,4
4639,4640,983,2603,1645081,9
4640,4641,898,2196,3566258,9
4641,4642,2258,6740,3931860,1
4642,4643,4758,4733,1154593,5
4643,4644,4112,7107,1025538,3
4644,4645,132,1600,3931060,8
4645,4646,4895,3505,2529095,1
4646,4647,4796,4267,1665593,1
4647,4648,2821,5830,533534,8
4648,4649,1062,934,2317190,2
4649,4650,88,8535,3318298,3
4650,4651,4434,9025,613520,1
4651,4652,2335,5963,1132565,4
4652,4653,4169,3174,2044673,3
4653,4654,27,4187,4038002,9
4654,4655,1864,1870,1381915,7
4655,4656,1200,2352,2506940,8
4656,4657,1495,4779,773913,2
4657,4658,388,188,1814151,9
4658,4659,1160,4058,1040322,8
4659,4660,4659,8808,1242582,3
4660,4661,1930,7118,2130851,2
4661,4662,873,9759,1612733,1
4662,4663,2738,341,675226,4
4663,4664,2112,4868,1834494,4
4664,4665,4265,7154,2463346,8
4665,4666,3747,4389,4167648,1
4666,4667,4995,6261,4075910,2
4667,4668,2243,7566,1216257,4
4668,4669,4547,2746,3873102,8
4669,4670,3526,9272,1941521,5
4670,4671,2783,357,3109972,5
4671,4672,4665,3422,2969839,4
4672,4673,2514,8588,815401,7
4673,4674,3446,1933,4025366,6
4674,4675,3645,7062,2196010,3
4675,4676,790,16,3316065,2
4676,4677,4870,3172,514454,6
4677,4678,2947,5760,2177941,4
4678,4679,254,8710,1054895,3
4679,4680,713,2191,582730,1
4680,4681,407,9049,1118623,5
4681,4682,1962,7985,1928296,5
4682,4683,2711,1993,523636,7
4683,4684,3648,7224,2037176,2
4684,4685,3425,5024,3574767,2
4685,4686,1058,2216,119452,3
4686,4687,2018,8479,888269,9
4687,4688,3961,3426,3207396,7
4688,4689,3917,6507,826437,9
4689,4690,2880,4184,2220903,8
4690,4691,2347,7988,1778096,4
4691,4692,1648,6750,2557821,3
4692,4693,128,4878,2239815,6
4693,4694,2553,5096,1704596,7
4694,4695,1693,7540,3378993,3
4695,4696,527,4294,4017111,2
4696,4697,1565,2341,1931960,3
4697,4698,3515,8415,4122621,7
4698,4699,4638,8901,1894979,2
4699,4700,2416,3476,167932,2
4700,4701,1181,3757,1871013,3
4701,4702,2320,2749,2820903,4
4702,4703,4403,9853,522920,3
4703,4704,4326,9955,3620425,8
4704,4705,4826,4987,2380749,8
4705,4706,2829,9399,3192528,2
4706,4707,2907,89,3144300,7
4707,4708,1356,9202,1656369,5
4708,4709,4291,8509,2412928,7
4709,4710,1531,7217,3695398,1
4710,4711,784,6324,3653025,5
4711,4712,3905,7307,263124,4
4712,4713,906,6149,2415793,4
4713,4714,3215,8456,4202734,3
4714,4715,2397,9014,537957,3
4715,4716,4646,8836,2545817,6
4716,4717,2660,7049,1624105,3
4717,4718,3101,8017,2525220,7
4718,4719,859,1964,2587895,1
4719,4720,497,1776,3816114,5
4720,4721,3519,8559,3513650,5
4721,4722,3025,5873,2761261,2
4722,4723,3475,3463,1706576,3
4723,4724,2303,114,2189313,2
4724,4725,1099,1441,3465423,2
4725,4726,1970,3424,1983641,9
4726,4727,4490,3360,3774584,6
4727,4728,1744,4006,713134,3
4728,4729,4295,2688,4063316,6
4729,4730,2559,5873,2761261,2
4730,4731,2057,6849,3049235,8
4731,4732,4695,4431,4093601,8
4732,4733,995,7083,12341,1
4733,4734,2928,5227,2050865,9
4734,4735,2774,7819,2439759,3
4735,4736,709,188,1814151,4
4736,4737,959,8029,3842776,7
4737,4738,511,2766,3425999,2
4738,4739,3785,8283,48859,1
4739,4740,2638,3349,2154691,5
4740,4741,1808,73,3127494,7
4741,4742,2503,6803,376426,9
4742,4743,1113,1275,437290,9
4743,4744,3285,5913,1226071,7
4744,4745,613,8330,655640,1
4745,4746,1123,9518,3564531,4
4746,4747,3062,2316,4180368,6
4747,4748,4822,4228,3971705,1
4748,4749,2218,5535,1473821,1
4749,4750,3112,5668,525236,7
4750,4751,4207,7853,1881879,2
4751,4752,792,6686,1235843,5
4752,4753,2632,7498,614489,8
4753,4754,2919,2854,3937504,6
4754,4755,3818,2354,3431643,9
4755,4756,4013,9552,4011382,8
4756,4757,1781,9117,2586000,1
4757,4758,4249,7015,2763788,3
4758,4759,1872,7985,1928296,3
4759,4760,1536,3756,2631405,8
4760,4761,3129,3222,864134,4
4761,4762,407,3164,817339,2
4762,4763,3264,8405,2168548,5
4763,4764,3590,2833,749357,8
4764,4765,659,9684,2046569,2
4765,4766,3146,9097,954481,8
4766,4767,3465,826,1467503,1
4767,4768,4049,2956,2370766,9
4768,4769,1638,808,2752837,2
4769,4770,2493,6587,1707966,3
4770,4771,700,6703,2759197,1
4771,4772,1243,1966,3029649,9
4772,4773,1668,7603,3968462,5
4773,4774,4844,7739,2578923,6
4774,4775,1052,6255,3700705,4
4775,4776,1526,3728,231323,3
4776,4777,162,1027,3635546,1
4777,4778,3256,3828,3048856,7
4778,4779,1517,217,1481023,1
4779,4780,4551,3931,666886,5
4780,4781,2042,5572,1952557,5
4781,4782,2661,4906,3287382,9
4782,4783,1281,6373,3592878,6
4783,4784,3474,1195,2968997,5
4784,4785,4897,3251,4165879,1
4785,4786,353,1870,1381915,7
4786,4787,2578,9371,2588063,2
4787,4788,1605,3862,190551,3
4788,4789,609,5047,2637344,5
4789,4790,4090,5302,438006,8
4790,4791,916,8148,2681696,7
4791,4792,1322,2492,1802778,4
4792,4793,281,7834,1940131,3
4793,4794,3372,3469,3874240,4
4794,4795,2959,9290,3800614,1
4795,4796,3053,7829,4011340,5
4796,4797,3555,401,497521,4
4797,4798,1542,6850,2177099,7
4798,4799,3084,9106,944415,9
4799,4800,2080,6005,512600,6
4800,4801,2790,4288,1069174,6
4801,4802,4994,5154,1350072,6
4802,4803,3826,707,764183,8
4803,4804,4031,6089,1956348,1
4804,4805,3514,9985,1108304,7
4805,4806,2349,3767,998286,4
4806,4807,3375,9622,2227980,5
4807,4808,949,5233,1447243,2
4808,4809,3625,2238,4208799,6
4809,4810,3846,3695,548487,6
4810,4811,4365,7339,3433622,2
4811,4812,2797,932,2408127,3
4812,4813,130,4325,1656917,1
4813,4814,91,5857,91190,4
4814,4815,4094,268,129435,7
4815,4816,4034,4254,1383516,8
4816,4817,1506,8171,1026717,1
4817,4818,1645,7757,1347629,8
4818,4819,834,1758,1354958,5
4819,4820,1814,7318,807440,2
4820,4821,4855,41,2371145,9
4821,4822,657,7199,1312754,6
4822,4823,2672,3979,3308652,6
4823,4824,1724,7128,4047732,6
4824,4825,686,616,1762511,9
4825,4826,1264,5706,2264034,9
4826,4827,913,6069,3113679,7
4827,4828,1629,9665,3878873,9
4828,4829,1530,9708,1585270,9
4829,4830,1095,40,1282891,2
4830,4831,900,3949,136216,4
4831,4832,450,8225,1737998,7
4832,4833,1508,1988,708332,3
4833,4834,136,4680,3295174,8
4834,4835,1885,4242,2256747,3
4835,4836,3508,4196,785791,4
4836,4837,2148,9254,2374978,8
4837,4838,863,6090,1801304,9
4838,4839,3213,2032,1553217,3
4839,4840,584,9851,72615,8
4840,4841,2958,5700,815570,9
4841,4842,1042,8156,579276,6
4842,4843,3431,2492,1802778,2
4843,4844,902,6027,2773813,3
4844,4845,2109,6915,3126694,2
4845,4846,2934,5619,2749130,8
4846,4847,3600,1851,816875,9
4847,4848,1026,7570,4088251,9
4848,4849,1950,1370,1086401,2
4849,4850,3056,6796,1943670,4
4850,4851,4734,7604,2420299,3
4851,4852,2592,3763,1847931,7
4852,4853,3289,1177,647090,2
4853,4854,4161,9182,2014052,7
4854,4855,503,7378,3592246,6
4855,4856,4805,9412,637149,9
4856,4857,2535,2907,115030,7
4857,4858,194,5282,2227179,4
4858,4859,2675,5658,1526513,5
4859,4860,921,1095,3259161,5
4860,4861,3654,9478,2123016,1
4861,4862,608,6880,488044,9
4862,4863,4235,4031,3270197,6
4863,4864,4464,6298,1391224,7
4864,4865,3387,6882,2796389,1
4865,4866,3930,2931,1831925,7
4866,4867,2243,3321,2609755,9
4867,4868,4797,4195,749273,3
4868,4869,267,2253,3229383,1
4869,4870,1059,1317,3426546,2
4870,4871,3974,8963,4022755,7
4871,4872,2602,4381,3570765,2
4872,4873,1151,8006,1407735,5
4873,4874,4743,8810,2975736,6
4874,4875,3719,4100,4124812,3
4875,4876,2780,6615,2082876,2
4876,4877,3732,8885,1957485,1
4877,4878,4033,4766,767511,5
4878,4879,3326,836,4108216,3
4879,4880,4037,1643,2335259,9
4880,4881,3861,4800,1053126,1
4881,4882,4268,7019,567441,2
4882,4883,2739,8629,2275533,9
4883,4884,744,7731,1428963,4
4884,4885,2413,5253,2932900,6
4885,4886,3000,1578,2575975,9
4886,4887,1692,2268,722442,9
4887,4888,383,3157,1963087,5
4888,4889,2017,1613,719325,6
4889,4890,1918,4604,2395828,6
4890,4891,4527,1464,3884770,8
4891,4892,2587,9811,1886428,4
4892,4893,1136,5096,2442455,6
4893,4894,3617,3656,1553133,6
4894,4895,85,4766,2456986,5
4895,4896,4804,7185,2570205,6
4896,4897,49,1100,2967607,3
4897,4898,2551,7913,2970387,2
4898,4899,2267,6890,459319,9
4899,4900,1647,1008,1571118,6
4900,4901,1694,6604,883299,6
4901,4902,398,2775,1074860,9
4902,4903,4604,6941,931863,1
4903,4904,2801,5843,412692,9
4904,4905,4089,4350,3609516,5
4905,4906,4282,2712,1098279,2
4906,4907,3454,5201,458687,7
4907,4908,3833,1078,3397694,7
4908,4909,3808,9919,466311,3
4909,4910,1314,135,69961,4
4910,4911,3623,4671,3765865,2
4911,4912,3765,7279,184443,3
4912,4913,1770,5372,2492619,9
4913,4914,2378,7974,3049025,7
4914,4915,3536,674,3247620,7
4915,4916,2916,3387,795394,8
4916,4917,2879,1332,1027012,3
4917,4918,452,3801,480884,6
4918,4919,3047,5252,2982433,3
4919,4920,4446,1152,3346392,9
4920,4921,897,9549,2948653,5
4921,4922,1197,1164,1137703,8
4922,4923,4828,2179,2050486,9
4923,4924,2800,731,2339977,6
4924,4925,1447,255,1124899,6
4925,4926,573,2260,1495765,7
4926,4927,2300,4742,177704,8
4927,4928,4401,3741,344584,4
4928,4929,76,8353,2190114,1
4929,4930,2730,5074,3915770,4
4930,4931,963,5082,394917,8
4931,4932,1085,6890,3232289,7
4932,4933,1216,3401,1457394,2
4933,4934,3421,8418,3863878,9
4934,4935,4794,4267,1665593,6
4935,4936,4559,1253,2863865,8
4936,4937,1986,6367,63812,8
4937,4938,3317,4653,641066,6
4938,4939,2761,7661,2878439,1
4939,4940,3033,1977,1256945,9
4940,4941,1357,8742,3276725,1
4941,4942,4448,7345,792783,1
4942,4943,4758,854,1301003,4
4943,4944,2603,1972,3726735,2
4944,4945,3024,1095,2225200,8
4945,4946,187,3886,1793217,8
4946,4947,64,1295,1562820,9
4947,4948,1789,8975,3634788,9
4948,4949,457,8559,3513650,7
4949,4950,1685,9603,560912,4
4950,4951,3746,7131,3369052,4
4951,4952,1712,1367,4184032,4
4952,4953,1588,5917,2607017,7
4953,4954,4015,4965,928620,3
4954,4955,4122,3118,3792738,1
4955,4956,2498,2138,3546420,2
4956,4957,1093,9469,3949550,8
4957,4958,1775,4451,2427881,5
4958,4959,3901,9579,3254991,3
4959,4960,4608,5446,765868,7
4960,4961,2274,2618,2302321,4
4961,4962,364,9962,29989,1
4962,4963,2538,5493,2091848,4
4963,4964,4460,3485,2402019,2
4964,4965,1965,4002,381228,8
4965,4966,3342,8031,1958243,4
4966,4967,1738,569,1405713,8
4967,4968,3790,838,2571510,3
4968,4969,3444,2028,2560138,8
4969,4970,387,7754,238273,5
4970,4971,4480,560,2947010,1
4971,4972,220,3951,4174176,2
4972,4973,2524,8756,2819892,2
4973,4974,4284,1027,3635546,3
4974,4975,813,3172,1423824,6
4975,4976,21,9759,1612733,1
4976,4977,4805,1983,2661858,4
4977,4978,1700,4533,1944933,8
4978,4979,891,606,3778164,5
4979,4980,1811,7896,3042454,5
4980,4981,3104,5134,3727788,7
4981,4982,1027,9279,631000,7
4982,4983,976,6335,3618024,9
4983,4984,4924,3503,3465549,9
4984,4985,3403,585,3160306,5
4985,4986,3336,9870,2414571,9
4986,4987,4729,2999,460751,9
4987,4988,451,5301,2630141,9
4988,4989,2012,7642,1956685,6
4989,4990,2176,1228,527090,9
4990,4991,3341,2374,2167411,8
4991,4992,95,9316,2905353,3
4992,4993,3105,3305,2146267,4
4993,4994,3193,3520,1857113,7
4994,4995,618,8901,366191,4
4995,4996,2032,8332,200070,7
4996,4997,4728,8768,3995967,4
4997,4998,3218,8128,2874690,7
4998,4999,4641,7486,3660691,1
4999,5000,3129,8692,2864876,6
5000,5001,232,8940,3428694,4
5001,5002,3056,589,3616213,9
5002,5003,2810,1970,591154,4
5003,5004,1692,5178,2031490,9
5004,5005,3638,225,3179639,2
5005,5006,2437,3697,3551221,9
5006,5007,1026,9569,2395743,9
5007,5008,2428,6774,497943,9
5008,5009,4088,4980,851582,7
5009,5010,880,7362,2702166,9
5010,5011,1703,4639,2456649,9
5011,5012,1242,3634,2877681,3
5012,5013,2129,3481,1910605,5
5013,5014,3356,2218,2707979,8
5014,5015,961,5210,3606104,2
5015,5016,2497,3092,2422869,9
5016,5017,903,1940,3466434,2
5017,5018,1691,2492,4021112,4
5018,5019,2925,6311,2547881,7
5019,5020,2447,9177,217339,2
5020,5021,1855,8785,818434,3
5021,5022,1062,7757,1347629,6
5022,5023,3407,687,1676713,2
5023,5024,3965,8565,3233258,8
5024,5025,3038,512,3393819,4
5025,5026,4314,3485,2242005,3
5026,5027,4169,1103,2359015,6
5027,5028,2872,8652,3037652,3
5028,5029,3898,1464,3884770,9
5029,5030,4511,9688,3187431,9
5030,5031,4580,8621,2766189,4
5031,5032,3895,7935,4013783,5
5032,5033,1966,6885,1524702,2
5033,5034,1809,9675,813590,7
5034,5035,3710,7108,302548,7
5035,5036,399,4631,217929,4
5036,5037,957,354,3357891,4
5037,5038,1980,5047,2443339,7
5038,5039,3181,1833,4074436,5
5039,5040,3210,1464,3884770,9
5040,5041,58,6305,2343136,2
5041,5042,223,3728,231323,2
5042,5043,1282,1851,816875,1
5043,5044,513,4943,3140636,5
5044,5045,605,7209,3858445,7
5045,5046,1511,9676,2891370,3
5046,5047,190,7190,470480,5
5047,5048,4933,9199,3539386,9
5048,5049,441,5205,2436263,2
5049,5050,3170,5773,2548218,8
5050,5051,1096,1149,369435,6
5051,5052,4701,3633,2208689,6
5052,5053,603,7752,2354424,1
5053,5054,1893,3431,1800209,2
5054,5055,3305,5389,25525,9
5055,5056,1538,4134,2395027,4
5056,5057,2968,3464,3248547,1
5057,5058,1218,7823,608339,6
5058,5059,3601,3632,2318622,5
5059,5060,3039,7369,3393145,3
5060,5061,3809,9622,3329081,9
5061,5062,3507,8014,3092661,1
5062,5063,1299,357,3109972,8
5063,5064,1649,8490,1904498,6
5064,5065,162,6216,3227234,7
5065,5066,1671,8367,2489755,3
5066,5067,1922,8048,1037921,5
5067,5068,3380,9316,2905353,8
5068,5069,4298,4670,2982391,6
5069,5070,3451,5625,59642,8
5070,5071,4809,7649,2539036,5
5071,5072,134,4301,1977450,8
5072,5073,3101,6061,842484,7
5073,5074,2348,2631,3483029,8
5074,5075,1964,8382,3483492,3
5075,5076,765,4170,2104484,8
5076,5077,4810,321,959620,5
5077,5078,3524,796,4157539,1
5078,5079,4181,9811,1886428,7
5079,5080,1403,800,1361529,9
5080,5081,323,6702,3191053,9
5081,5082,4481,5347,1492901,9
5082,5083,3980,7096,1852943,5
5083,5084,4308,4304,3148386,7
5084,5085,847,6569,2986813,1
5085,5086,4266,2129,1241276,6
5086,5087,4086,5047,2443339,2
5087,5088,1002,1960,758665,8
5088,5089,1582,512,358778,2
5089,5090,3907,739,4000600,5
5090,5091,753,2142,2866729,1
5091,5092,2137,838,2571510,5
5092,5093,2117,6476,3566511,5
5093,5094,761,8900,3095020,7
5094,5095,4137,9803,3867248,5
5095,5096,2926,7510,1804000,8
5096,5097,4404,5844,1900412,5
5097,5098,3878,9870,2414571,1
5098,5099,3903,1197,2756122,8
5099,5100,2791,9197,1117949,5
5100,5101,4577,4134,2395027,4
5101,5102,4716,8498,2984623,6
5102,5103,3641,4685,334686,1
5103,5104,1995,2708,1631097,9
5104,5105,2369,9187,93001,8
5105,5106,2229,6570,2816227,3
5106,5107,2653,5696,2156670,9
5107,5108,3978,3914,3280516,3
5108,5109,624,4685,334686,3
5109,5110,871,5274,2958088,7
5110,5111,3424,5205,2436263,1
5111,5112,366,3248,3501899,1
5112,5113,3315,5820,3072443,4
5113,5114,3550,4601,2845038,1
5114,5115,1882,8399,3178080,9
5115,5116,2896,1931,1183530,3
5116,5117,2208,3976,343110,5
5117,5118,4614,7134,449589,2
5118,5119,4496,356,1079283,4
5119,5120,2223,7562,447314,5
5120,5121,2475,6492,4185043,7
5121,5122,2920,2012,1781381,6
5122,5123,3058,2584,902168,7
5123,5124,1499,9984,145904,5
5124,5125,926,8299,259122,4
5125,5126,260,2654,2464273,5
5126,5127,2190,2102,3532225,7
5127,5128,662,3158,3450934,2
5128,5129,2468,9197,1117949,8
5129,5130,1793,2848,342225,3
5130,5131,342,3984,3873145,5
5131,5132,3090,1251,2064006,4
5132,5133,2923,544,2470380,9
5133,5134,2407,8068,3634998,1
5134,5135,1623,4888,80955,5
5135,5136,2614,4564,1096299,6
5136,5137,4353,1950,3465170,6
5137,5138,2458,829,528817,7
5138,5139,3987,1354,835703,2
5139,5140,4671,9423,2753342,4
5140,5141,4242,4206,3154956,8
5141,5142,1694,5096,1704596,8
5142,5143,4190,1783,3130190,3
5143,5144,4744,4028,1828808,6
5144,5145,3469,9014,537957,7
5145,5146,3496,5619,2749130,5
5146,5147,2310,7079,1135808,8
5147,5148,4935,9288,1981030,6
5148,5149,3464,6625,3880179,5
5149,5150,1097,9053,2453574,2
5150,5151,4884,6731,1032235,9
5151,5152,3862,2506,4037118,3
5152,5153,4869,5615,639213,8
5153,5154,2448,26,2206540,1
5154,5155,4373,9847,843285,7
5155,5156,2197,2635,2917484,5
5156,5157,4272,6382,4104046,2
5157,5158,4317,4868,1834494,4
5158,5159,3502,9656,3992471,7
5159,5160,512,5553,776735,5
5160,5161,1319,8994,2985381,9
5161,5162,2573,4436,2768421,1
5162,5163,3364,1251,4053334,2
5163,5164,3882,6476,2708737,7
5164,5165,3447,140,4022755,8
5165,5166,151,1568,3143879,8
5166,5167,4240,9477,3428821,3
5167,5168,3807,5456,2480447,5
5168,5169,212,2413,2961963,8
5169,5170,136,2457,2794072,4
5170,5171,3484,6367,1701100,7
5171,5172,983,3196,529954,5
5172,5173,2911,9620,1012691,2
5173,5174,4374,6626,2952191,7
5174,5175,3543,3448,3226139,9
5175,5176,982,9817,1243214,7
5176,5177,3642,441,2763451,3
5177,5178,2452,5047,3942895,2
5178,5179,4752,7331,1772873,5
5179,5180,4561,2288,2379401,8
5180,5181,2610,7584,1481066,5
5181,5182,1735,1109,2264961,5
5182,5183,2248,3111,2846427,7
5183,5184,655,685,1507475,2
5184,5185,3907,1924,2990815,1
5185,5186,3312,1121,1272740,3
5186,5187,2241,8474,3757399,6
5187,5188,788,4287,510242,4
5188,5189,1704,672,2831770,3
5189,5190,1138,7897,3934176,9
5190,5191,1479,6488,3817588,1
5191,5192,1243,5005,4183653,8
5192,5193,3624,1047,1753329,2
5193,5194,1170,6341,3123493,4
5194,5195,735,5493,1385116,5
5195,5196,3363,3954,1260483,4
5196,5197,2130,8920,2504666,3
5197,5198,2682,9181,1305762,2
5198,5199,2400,8805,774629,4
5199,5200,1414,9923,3129769,6
5200,5201,1788,8224,1652115,2
5201,5202,4556,9187,93001,3
5202,5203,2182,6423,2542784,8
5203,5204,1925,8392,2789060,1
5204,5205,3628,7011,569252,5
