product_id,product_category,product_name,product_stock,unit_price_cop
6480,Juguetes,Juguete de Espuma5,51,1537675
6236,Tecnología,Monitor6,64,3675096
5487,Ropa,Mocasines6,61,3577420
297,Tecnología,Impresora6,33,1817604
694,Juguetes,Set de Cocina de Juguete5,5,1795365
2690,Alimentos,Lentejas6,89,1860061
6820,Alimentos,Almendras6,54,3553327
6778,Ropa,Zapatos de Tacón6,5,1699753
5317,Juguetes,Juguete de Agua5,1,4148146
9607,Ropa,Sombrero de Vaquero6,95,1923999
6829,Juguetes,Microscopio de Juguete5,34,2616031
200,Muebles,Cabecero de Cama5,16,4161330
2478,Juguetes,Pistola de Burbujas5,1,2657983
3575,Muebles,Mesa Plegable5,5,2400419
7537,Juguetes,Arco y Flecha de Juguete5,13,81713
2544,Tecnología,Router6,31,250867
6955,Juguetes,Juguete Musical5,87,1424204
8355,Tecnología,Mouse Inalámbrico6,4,903306
854,Muebles,Silla Ergonómica5,75,2868709
8869,Tecnología,Teclado Mecánico6,57,1728858
2374,Tecnología,Cámara Digital6,60,1519858
4830,Muebles,Espejo de Pie5,99,3827866
245,Ropa,Falda Larga6,24,2855610
9036,Alimentos,Nueces6,44,1939668
2635,Tecnología,Disco Duro Externo6,88,2036586
5377,Juguetes,Castillo de Juguete5,65,786802
9981,Alimentos,Avena Instantánea6,38,350649
1583,Juguetes,Títeres de Mano5,24,3717932
1317,Alimentos,Café Molido6,95,3426546
5621,Alimentos,Té Verde6,44,938981
1348,Ropa,Bufanda de Lana6,23,2449362
2016,Juguetes,Tren de Juguete5,83,1646976
8358,Alimentos,Chocolate Oscuro6,54,585089
7331,Muebles,Cama Individual5,33,1772873
9756,Alimentos,Pollo Orgánico6,32,3200151
5967,Juguetes,Autobús Escolar de Juguete5,67,1204464
1195,Alimentos,Carne de Res6,77,2968997
9027,Muebles,Escritorio Infantil5,45,1628780
919,Ropa,Guantes de Cuero6,28,1271182
7320,Alimentos,Tofu6,43,2438790
5285,Tecnología,Laptop Ultraligera6,51,3296480
8014,Juguetes,Barco Pirata de Juguete5,93,3092661
1806,Alimentos,Salmón Ahumado6,85,2447846
8109,Tecnología,Bocina Bluetooth6,56,167722
3464,Muebles,Silla de Jardín5,49,3248547
9073,Ropa,Cinturón Trenzado6,59,2527158
1049,Alimentos,Atún en Conserva6,33,830143
6539,Alimentos,Sardinas6,20,975246
1606,Alimentos,Mantequilla de Maní6,86,2267909
9477,Ropa,Pantalones de Vestir6,70,3428821
5625,Ropa,Zapatos Oxford6,89,59642
1002,Muebles,Sillón Relax5,57,2342504
4628,Muebles,Mesa Extensible5,2,2216986
8329,Muebles,Estante Flotante5,30,1307405
6888,Juguetes,Tienda de Juguete5,93,3991291
9603,Ropa,Camisa de Algodón7,33,3130653
705,Muebles,Perchero de Pie5,13,3987627
5889,Muebles,Mesa de Noche5,82,3223444
4885,Muebles,Baúl de Almacenamiento5,35,2364827
4396,Ropa,Pantalón de Mezclilla7,76,1232768
5040,Muebles,Silla de Madera5,32,1780075
1421,Alimentos,Yogurt Natural6,96,806303
1228,Alimentos,Queso Cottage6,8,527090
1720,Muebles,Cama King Size5,17,3937251
5049,Ropa,Abrigo de Lana7,48,1017872
9050,Ropa,Zapatos Deportivos7,16,992221
4710,Muebles,Mueble Auxiliar5,95,4078353
5333,Muebles,Mesa de Picnic5,68,992347
7966,Tecnología,Auriculares VR6,4,2648800
6911,Alimentos,Huevos de Campo6,73,3523928
9404,Alimentos,Pan Integral6,53,1539697
5727,Tecnología,Drone6,24,1677555
4431,Muebles,Librero5,29,4093601
5587,Muebles,Estantería de Metal5,2,334180
1570,Alimentos,Tortillas de Maíz6,96,2178825
1464,Muebles,Banco Alto5,48,3884770
2123,Muebles,Taburete Tapizado5,61,1904835
976,Tecnología,Smart TV6,79,2149173
2154,Alimentos,Mermelada de Fresa6,22,3797623
7221,Ropa,Vestido de Verano7,71,3277020
4591,Muebles,Mesita Plegable5,46,1782266
8689,Alimentos,Galletas de Avena6,0,3228245
1965,Ropa,Falda Plisada7,81,861944
9811,Juguetes,Lego Star Wars6,91,1886428
888,Ropa,Chamarra de Cuero7,6,3513945
4096,Juguetes,Muñeca Barbie6,52,1823585
621,Muebles,Mesa Consola5,23,366781
1370,Juguetes,Pelota de Fútbol6,75,1086401
6888,Ropa,Suéter de Cachemira7,44,1044450
5760,Tecnología,Proyector6,95,2705073
9029,Alimentos,Granola6,50,362232
1192,Alimentos,Cereales para Desayuno6,88,1514130
8345,Alimentos,Zumo de Naranja6,24,322681
8052,Muebles,Cajonera5,65,29779
5531,Juguetes,Rompecabezas 3D6,15,2755533
2341,Ropa,Guantes de Invierno7,91,1931960
3117,Ropa,Bufanda de Seda7,48,1248732
6510,Juguetes,Juguete de Construcción6,26,3853348
7190,Tecnología,Cargador Inalámbrico6,28,470480
5220,Muebles,Mesa de Madera6,55,3584917
1853,Alimentos,Leche de Almendra6,18,2369250
9570,Alimentos,Salsa de Tomate6,25,1165334
9272,Juguetes,Camión de Bomberos6,29,1941521
7679,Tecnología,USB 3.06,59,1139472
8697,Ropa,Corbata de Seda7,41,450979
4871,Muebles,Silla Giratoria6,55,2540384
7909,Alimentos,Vinagre Balsámico6,67,1632571
5015,Alimentos,Sopa Instantánea6,75,3352373
419,Alimentos,Fideos de Arroz6,98,974530
4047,Juguetes,Dinosaurio de Juguete6,12,2672346
4170,Muebles,Sofá de Cuero6,69,2104484
1911,Juguetes,Bloques Magnéticos6,56,1754298
3886,Alimentos,Puré de Papas6,27,1793217
6441,Juguetes,Carrito de Carreras6,95,227027
8741,Tecnología,Webcam Full HD6,94,933548
6853,Muebles,Estantería Modular6,11,118568
927,Tecnología,Consola de Videojuegos6,6,1084295
6051,Muebles,Cama Queen Size6,10,2882187
8298,Tecnología,Micrófono USB6,69,653365
9006,Muebles,Escritorio de Oficina6,54,1576720
9043,Alimentos,Hummus6,57,834018
9408,Juguetes,Avión de Juguete6,73,4002032
2712,Alimentos,Guacamole6,75,1098279
79,Tecnología,Altavoz Inteligente6,20,988767
3396,Alimentos,Chiles en Conserva6,36,3200278
4002,Ropa,Traje Formal7,59,381228
185,Juguetes,Juego de Té6,39,1044702
1250,Ropa,Playera Estampada7,81,3416522
3658,Juguetes,Robot Interactivo6,20,4166510
2346,Muebles,Silla Reclinable6,48,1391097
1243,Ropa,Sudadera con Capucha7,82,2139907
5468,Juguetes,Pelota Saltarina6,31,1438440
2428,Ropa,Camiseta Polo7,45,2162230
4547,Juguetes,Estuche de Pintura6,4,3534331
4295,Ropa,Chaleco de Lana7,45,424275
1137,Tecnología,Smartband6,20,3321878
2497,Tecnología,Enrutador WiFi6,37,3129937
1177,Alimentos,Arándanos Secos6,81,647090
1245,Juguetes,Coche Teledirigido6,26,3362187
4874,Juguetes,Kit de Ciencia6,73,2787375
1355,Tecnología,SSD6,88,1914902
6692,Ropa,Pantalones Cortos7,57,2905227
7343,Ropa,Leggings Deportivos7,37,3689080
404,Juguetes,Rompecabezas de Madera6,8,3061239
5687,Alimentos,Pasas6,33,984344
3395,Ropa,Gorra de Béisbol7,21,2782868
811,Muebles,Armario de Madera6,85,291218
6320,Muebles,Mesita de Noche6,47,2668091
9537,Ropa,Sombrero de Paja7,34,2096312
5785,Ropa,Cinturón de Cuero7,79,2773981
3305,Muebles,Silla de Comedor6,4,2146267
9737,Ropa,Medias de Algodón7,34,2876164
2383,Muebles,Cama Doble6,33,2124828
7433,Tecnología,Pantalla Táctil6,76,3145690
1619,Muebles,Sofá Cama6,11,301453
5339,Alimentos,Papitas Fritas6,10,1222659
2637,Ropa,Reloj de Pulsera7,70,2340356
3503,Juguetes,Patinete para Niños6,88,3465549
4332,Muebles,Cómoda de Madera6,55,481179
4178,Muebles,Mesa de Centro6,68,2502981
1652,Ropa,Botas de Cuero7,91,1385074
2092,Ropa,Sandalias7,88,1881879
6209,Alimentos,Aceitunas6,14,3319267
1984,Tecnología,Cámara de Seguridad6,97,2368155
4880,Alimentos,Ketchup6,99,2876417
152,Muebles,Biblioteca de Madera6,34,884141
4234,Juguetes,Cubo Rubik6,82,3732422
4974,Tecnología,Modem 5G6,67,499375
3917,Alimentos,Mostaza6,81,792404
1453,Ropa,Zapatillas de Casa7,74,2847986
1513,Juguetes,Dron para Niños6,35,511168
3888,Muebles,Vitrina de Vidrio6,1,1612480
9177,Ropa,Traje de Baño7,21,2175245
7740,Ropa,Pijama de Franela7,62,3722566
3218,Tecnología,Amplificador de Señal WiFi6,33,594903
809,Tecnología,Tableta Gráfica6,44,1282259
5987,Alimentos,Mayonesa6,45,338266
1041,Ropa,Calcetines de Lana7,23,3396641
1380,Alimentos,Arroz Integral7,78,2361711
2602,Ropa,Mochila de Tela7,97,992179
9866,Muebles,Silla Plegable6,38,918932
1703,Juguetes,Mesa de Pinball6,96,889743
3154,Juguetes,Nerf Blaster6,54,641825
3759,Ropa,Bolsa de Mano7,65,3718985
6129,Muebles,Taburete de Bar6,69,816117
1329,Alimentos,Frijoles Negros7,79,3024090
2139,Tecnología,Pluma Stylus6,15,1616608
3668,Tecnología,Disco Duro SSD6,33,3446216
6077,Juguetes,Juguete Educativo6,76,657493
2476,Ropa,Abrigo de Invierno7,66,2849881
2331,Ropa,Chaleco Acolchado7,75,192699
1250,Juguetes,Casa de Muñecas6,73,1286387
4562,Ropa,Bata de Baño7,0,514285
8474,Tecnología,Adaptador HDMI6,89,3757399
1514,Muebles,Mueble para TV6,29,1059023
2756,Alimentos,Aceite de Oliva7,70,986071
9155,Tecnología,Cable USB-C6,27,2386646
6216,Muebles,Mueble Zapatero6,90,889237
5351,Juguetes,Pelota de Playa6,44,3687985
2712,Muebles,Tocador con Espejo6,40,983586
9007,Muebles,Banco de Entrada6,43,3774837
2514,Alimentos,Leche Deslactosada7,30,3793622
8313,Alimentos,Harina de Trigo7,80,1692213
4933,Juguetes,Set de Herramientas de Juguete6,38,2030521
2518,Tecnología,Smart Lock6,1,1339163
9325,Juguetes,Estación Espacial de Juguete6,12,2513385
5222,Tecnología,Termostato Inteligente6,11,2502518
4294,Juguetes,Kit de Exploración6,48,4017111
9052,Tecnología,Luces LED Inteligentes6,98,2409980
3763,Juguetes,Set de Superhéroes6,56,1847931
4700,Juguetes,Coche de Policía de Juguete6,80,3491453
5125,Muebles,Cama de Niños6,89,910045
1182,Tecnología,Batería Externa6,51,3866363
5771,Juguetes,Kit de Maquillaje Infantil6,67,748641
4854,Tecnología,Switch de Red6,28,453885
4379,Ropa,Tanga7,66,635886
5047,Muebles,Mesa Auxiliar6,86,2443339
6037,Ropa,Brasier Deportivo7,32,3633103
274,Tecnología,Controlador para Juegos6,6,2418909
4775,Muebles,Silla Mecedora6,6,1321094
7952,Alimentos,Pasta de Trigo Duro7,19,3346939
8669,Muebles,Butaca Tapizada6,31,3444700
1780,Juguetes,Torre Apilable6,11,662800
2506,Juguetes,Peluche de Animales6,3,4037118
8901,Muebles,Cabecero de Cama6,41,1894979
9630,Juguetes,Muñeco de Acción6,56,606570
5463,Tecnología,Docking Station6,64,2815301
8084,Alimentos,Miel Orgánica7,0,2710633
4990,Tecnología,Tarjeta de Video6,74,3685921
1146,Tecnología,Placa Base6,65,1675702
1152,Muebles,Mesa Plegable6,66,2191967
1015,Ropa,Mallas de Compresión7,25,2178868
171,Juguetes,Rompecabezas Geométrico6,81,3217210
7817,Muebles,Silla Ergonómica6,34,1426310
6458,Ropa,Chamarra Impermeable7,98,2248197
6023,Ropa,Pantalones Cargo7,30,328199
3547,Ropa,Chaleco Reflectante7,86,1053211
8393,Muebles,Espejo de Pie6,41,2815217
3812,Alimentos,Azúcar Morena7,70,1467545
9413,Ropa,Mocasines7,20,539599
3671,Juguetes,Caja Registradora de Juguete6,90,4076584
8553,Ropa,Zapatos de Tacón7,74,196827
4,Ropa,Sombrero de Vaquero7,74,1735386
7702,Muebles,Cama Individual6,74,3922046
7958,Alimentos,Sal de Mar7,94,121137
7520,Alimentos,Quinoa7,72,1850205
8026,Muebles,Escritorio Infantil6,64,1710283
1095,Ropa,Falda Larga7,71,3259161
8887,Ropa,Bufanda de Lana7,70,4038129
8299,Alimentos,Lentejas7,83,3473721
4660,Juguetes,Dinosaurio Robótico6,27,3076192
28,Juguetes,Juguete de Espuma6,73,89716
4714,Alimentos,Almendras7,91,1705902
8477,Tecnología,Estación de Carga USB6,70,365433
6743,Tecnología,Lector de Tarjetas6,99,1140188
4722,Ropa,Guantes de Cuero7,24,1964013
6329,Ropa,Cinturón Trenzado7,99,424106
2252,Tecnología,Teclado Bluetooth6,51,413155
3294,Tecnología,Smart Plug6,34,3327354
2134,Muebles,Silla de Jardín6,4,825299
1920,Muebles,Sillón Relax6,71,3027838
9486,Ropa,Pantalones de Vestir7,94,3705928
8228,Muebles,Mesa Extensible6,43,645405
3208,Juguetes,Set de Cocina de Juguete6,98,2240026
7696,Tecnología,Cámara 3606,45,3946602
8785,Tecnología,Reproductor Multimedia6,42,818434
458,Muebles,Estante Flotante6,82,2510352
8425,Tecnología,Smartphone7,36,3122229
922,Alimentos,Nueces7,62,145061
5970,Muebles,Perchero de Pie6,19,2498474
2534,Juguetes,Juguete de Agua6,38,2728239
3540,Alimentos,Avena Instantánea7,41,1852817
7061,Muebles,Mesa de Noche6,11,959873
2480,Ropa,Zapatos Oxford7,2,114651
2596,Ropa,Camisa de Algodón8,91,6529
3812,Alimentos,Café Molido7,97,1464723
7853,Ropa,Pantalón de Mezclilla8,0,1881879
766,Muebles,Baúl de Almacenamiento6,82,206093
7247,Ropa,Abrigo de Lana8,91,2654150
1677,Alimentos,Té Verde7,52,1816383
94,Alimentos,Chocolate Oscuro7,27,2851777
2257,Juguetes,Microscopio de Juguete6,90,3154662
8701,Ropa,Zapatos Deportivos8,56,921207
9639,Muebles,Silla de Madera6,95,2727102
1485,Juguetes,Pistola de Burbujas6,41,435774
5567,Muebles,Cama King Size6,82,4011214
2025,Tecnología,Computador7,40,2558664
3563,Juguetes,Arco y Flecha de Juguete6,14,177536
1891,Muebles,Mueble Auxiliar6,66,1043607
2508,Alimentos,Pollo Orgánico7,82,280603
5597,Ropa,Vestido de Verano8,31,3666672
3156,Juguetes,Juguete Musical6,43,4013320
2645,Alimentos,Carne de Res7,16,4141786
9203,Alimentos,Tofu7,88,442134
4102,Juguetes,Castillo de Juguete6,70,4091916
1265,Alimentos,Salmón Ahumado7,23,3946181
5082,Alimentos,Atún en Conserva7,30,394917
2088,Muebles,Mesa de Picnic6,56,322639
5365,Tecnología,Tablet7,23,2664975
4350,Alimentos,Sardinas7,0,3609516
2220,Ropa,Falda Plisada8,78,3250990
3386,Juguetes,Títeres de Mano6,20,3890751
9810,Ropa,Chamarra de Cuero8,25,2400545
9521,Tecnología,Smartwatch7,16,1903066
4166,Alimentos,Mantequilla de Maní7,16,3095315
1369,Ropa,Suéter de Cachemira8,26,589848
1711,Muebles,Librero6,86,3192528
1483,Alimentos,Yogurt Natural7,20,3830309
7340,Alimentos,Queso Cottage7,69,1396152
5822,Muebles,Estantería de Metal6,21,1522638
6476,Muebles,Banco Alto6,80,3566511
3415,Muebles,Taburete Tapizado6,15,3065662
5156,Muebles,Mesita Plegable6,40,1920377
7223,Tecnología,Monitor7,71,2798074
9156,Tecnología,Impresora7,69,2105832
8848,Muebles,Mesa Consola6,40,2717961
8792,Tecnología,Router7,19,1799788
8781,Ropa,Guantes de Invierno8,56,3576788
8718,Alimentos,Huevos de Campo7,92,2143318
6359,Ropa,Bufanda de Seda8,61,2078833
9720,Muebles,Cajonera6,65,42794
278,Ropa,Corbata de Seda8,75,3964840
3956,Muebles,Mesa de Madera7,83,2683802
5574,Alimentos,Pan Integral7,25,1491806
2154,Juguetes,Tren de Juguete6,53,511126
5784,Muebles,Silla Giratoria7,60,692200
6559,Muebles,Sofá de Cuero7,1,1864315
8936,Juguetes,Autobús Escolar de Juguete6,65,347743
1957,Juguetes,Barco Pirata de Juguete6,44,3866068
1418,Juguetes,Tienda de Juguete6,30,281319
2873,Juguetes,Lego Star Wars7,56,2971482
7687,Ropa,Traje Formal8,51,2922496
9308,Alimentos,Tortillas de Maíz7,70,3971621
5121,Alimentos,Mermelada de Fresa7,75,3864342
869,Alimentos,Galletas de Avena7,53,1300497
2759,Tecnología,Mouse Inalámbrico7,30,1104723
2009,Muebles,Estantería Modular7,32,2864455
3975,Muebles,Cama Queen Size7,99,560828
6597,Ropa,Playera Estampada8,78,2246091
6715,Ropa,Sudadera con Capucha8,14,1133196
3232,Muebles,Escritorio de Oficina7,92,2191125
8975,Tecnología,Teclado Mecánico7,63,2450879
9899,Ropa,Camiseta Polo8,52,2075716
5556,Tecnología,Cámara Digital7,56,2377632
4362,Alimentos,Granola7,14,3520474
4508,Ropa,Chaleco de Lana8,86,3673454
1043,Ropa,Pantalones Cortos8,10,2773223
2862,Alimentos,Cereales para Desayuno7,30,2611482
8774,Muebles,Silla Reclinable7,67,2529643
9577,Ropa,Leggings Deportivos8,23,1393667
4943,Alimentos,Zumo de Naranja7,24,3140636
5547,Alimentos,Leche de Almendra7,58,3798129
3317,Ropa,Gorra de Béisbol8,97,2661816
8082,Tecnología,Disco Duro Externo7,47,275254
1969,Alimentos,Salsa de Tomate7,74,623460
9309,Alimentos,Vinagre Balsámico7,16,594018
1583,Tecnología,Laptop Ultraligera7,28,2017843
5422,Tecnología,Bocina Bluetooth7,93,569462
2257,Muebles,Armario de Madera7,44,3414247
9665,Muebles,Mesita de Noche7,89,3878873
4752,Juguetes,Muñeca Barbie7,69,2922791
5497,Ropa,Sombrero de Paja8,54,2057436
2707,Tecnología,Auriculares VR7,61,3810975
1988,Muebles,Silla de Comedor7,82,708332
6882,Ropa,Cinturón de Cuero8,45,2796389
5223,Tecnología,Drone7,22,690852
170,Muebles,Cama Doble7,27,2548302
1298,Muebles,Sofá Cama7,14,757360
8735,Tecnología,Smart TV7,89,1191069
987,Alimentos,Sopa Instantánea7,14,3644054
7745,Alimentos,Fideos de Arroz7,45,3753229
5975,Muebles,Cómoda de Madera7,93,993147
9223,Alimentos,Puré de Papas7,36,1683199
8690,Ropa,Medias de Algodón8,49,1897801
5368,Alimentos,Hummus7,11,1000308
6092,Alimentos,Guacamole7,45,2326498
8641,Juguetes,Pelota de Fútbol7,57,530249
9687,Muebles,Mesa de Centro7,41,1450318
7823,Muebles,Biblioteca de Madera7,21,608339
1355,Alimentos,Chiles en Conserva7,84,3255076
1449,Alimentos,Arándanos Secos7,79,1754130
9925,Tecnología,Proyector7,24,1099037
9555,Alimentos,Pasas7,76,2427965
1411,Juguetes,Rompecabezas 3D7,55,1958201
152,Alimentos,Papitas Fritas7,70,1813477
531,Juguetes,Juguete de Construcción7,39,2043368
7178,Juguetes,Camión de Bomberos7,59,1004941
3634,Muebles,Vitrina de Vidrio7,36,1719507
7612,Muebles,Silla Plegable7,32,1516825
771,Alimentos,Aceitunas7,96,2839562
2453,Muebles,Taburete de Bar7,77,2076221
6265,Tecnología,Cargador Inalámbrico7,56,4103288
3006,Juguetes,Dinosaurio de Juguete7,49,898335
8832,Alimentos,Ketchup7,4,1530093
6622,Ropa,Reloj de Pulsera8,6,3842987
2255,Juguetes,Bloques Magnéticos7,75,1844393
7301,Alimentos,Mostaza7,97,367834
1724,Juguetes,Carrito de Carreras7,61,1121571
5324,Juguetes,Avión de Juguete7,36,4052786
5085,Juguetes,Juego de Té7,13,1347587
569,Tecnología,USB 3.07,61,1405713
3818,Ropa,Botas de Cuero8,40,3553707
9242,Muebles,Mueble para TV7,52,129393
2374,Ropa,Sandalias8,9,2167411
1681,Muebles,Mueble Zapatero7,36,1881753
5339,Tecnología,Webcam Full HD7,22,815991
547,Juguetes,Robot Interactivo7,4,2884335
7636,Muebles,Tocador con Espejo7,94,78638
3138,Muebles,Banco de Entrada7,50,3883590
2252,Muebles,Cama de Niños7,58,2491230
3894,Muebles,Mesa Auxiliar7,1,217086
5033,Tecnología,Consola de Videojuegos7,25,457676
3663,Muebles,Silla Mecedora7,62,3464707
2312,Alimentos,Mayonesa7,20,2117541
8248,Muebles,Butaca Tapizada7,54,1789173
442,Juguetes,Pelota Saltarina7,62,1473905
7247,Juguetes,Estuche de Pintura7,49,1800125
4301,Alimentos,Arroz Integral8,60,1977450
3355,Alimentos,Frijoles Negros8,12,2344694
208,Muebles,Cabecero de Cama7,16,3236838
1045,Muebles,Mesa Plegable7,70,3935903
7703,Muebles,Silla Ergonómica7,60,3513987
6791,Tecnología,Micrófono USB7,67,1654221
7090,Muebles,Espejo de Pie7,83,860133
2632,Juguetes,Coche Teledirigido7,85,1388444
817,Ropa,Zapatillas de Casa8,75,4059863
5087,Muebles,Cama Individual7,91,3733222
7228,Ropa,Traje de Baño8,81,3404054
6489,Juguetes,Kit de Ciencia7,43,497311
7526,Juguetes,Rompecabezas de Madera7,69,2365628
4013,Tecnología,Altavoz Inteligente7,54,775092
7482,Juguetes,Patinete para Niños7,92,369982
2288,Alimentos,Aceite de Oliva8,24,2379401
3052,Alimentos,Leche Deslactosada8,89,2540678
2498,Tecnología,Smartband7,98,347027
2031,Ropa,Pijama de Franela8,47,1629496
4213,Juguetes,Cubo Rubik7,44,1808254
8150,Tecnología,Enrutador WiFi7,18,3437624
6850,Juguetes,Dron para Niños7,90,2177099
8151,Juguetes,Mesa de Pinball7,61,3183430
8778,Juguetes,Nerf Blaster7,59,1133997
8885,Ropa,Calcetines de Lana8,5,3013854
7818,Ropa,Mochila de Tela8,21,2950338
9299,Juguetes,Juguete Educativo7,57,3136424
8379,Ropa,Bolsa de Mano8,98,1068753
3478,Muebles,Escritorio Infantil7,48,1197219
4515,Ropa,Abrigo de Invierno8,51,1025201
7504,Tecnología,SSD7,14,1618124
8864,Ropa,Chaleco Acolchado8,92,1912122
7481,Alimentos,Harina de Trigo8,37,3384174
7887,Tecnología,Pantalla Táctil7,39,1707081
1445,Tecnología,Cámara de Seguridad7,14,3160643
8107,Ropa,Bata de Baño8,29,1968942
5140,Juguetes,Casa de Muñecas7,54,3797034
7158,Alimentos,Pasta de Trigo Duro8,57,1877415
5283,Tecnología,Modem 5G7,38,210432
1259,Ropa,Tanga8,56,2876880
8808,Alimentos,Miel Orgánica8,98,1242582
5507,Tecnología,Amplificador de Señal WiFi7,80,168480
8035,Tecnología,Tableta Gráfica7,11,2000700
5611,Muebles,Silla de Jardín7,7,1447959
2039,Muebles,Sillón Relax7,21,855289
2767,Alimentos,Azúcar Morena8,98,3952035
2012,Alimentos,Sal de Mar8,70,3072359
5917,Alimentos,Quinoa8,11,2607017
4565,Juguetes,Pelota de Playa7,21,2278355
6498,Ropa,Brasier Deportivo8,0,84408
1913,Ropa,Mallas de Compresión8,73,4150968
4196,Ropa,Chamarra Impermeable8,44,785791
8248,Juguetes,Set de Herramientas de Juguete7,1,1959507
7022,Juguetes,Estación Espacial de Juguete7,94,3739203
493,Ropa,Pantalones Cargo8,55,1115169
5064,Alimentos,Lentejas8,3,3627248
9259,Tecnología,Pluma Stylus7,96,2963942
8558,Juguetes,Kit de Exploración7,82,2728871
5246,Muebles,Mesa Extensible7,41,364801
2708,Alimentos,Almendras8,79,1631097
1366,Tecnología,Disco Duro SSD7,44,1531736
585,Alimentos,Nueces8,34,1837064
1354,Alimentos,Avena Instantánea8,82,835703
7808,Alimentos,Café Molido8,77,108122
5293,Juguetes,Set de Superhéroes7,89,2371314
8213,Alimentos,Té Verde8,25,1159774
9198,Ropa,Chaleco Reflectante8,40,4040319
8629,Tecnología,Adaptador HDMI7,94,242106
3407,Ropa,Mocasines8,29,3976886
2329,Alimentos,Chocolate Oscuro8,93,1538391
8183,Juguetes,Coche de Policía de Juguete7,76,2683170
6242,Muebles,Estante Flotante7,65,1353063
4278,Ropa,Zapatos de Tacón8,19,3114521
7387,Ropa,Sombrero de Vaquero8,76,429919
9097,Tecnología,Cable USB-C7,63,1906141
8509,Ropa,Falda Larga8,64,2412928
9516,Tecnología,Smart Lock7,65,410375
4601,Tecnología,Termostato Inteligente7,64,2845038
956,Alimentos,Pollo Orgánico8,0,583067
8477,Muebles,Perchero de Pie7,2,2987782
214,Juguetes,Kit de Maquillaje Infantil7,74,2363606
6232,Juguetes,Torre Apilable7,5,607749
9315,Alimentos,Carne de Res8,4,2304806
2241,Alimentos,Tofu8,13,259375
5618,Ropa,Bufanda de Lana8,90,490824
2703,Ropa,Guantes de Cuero8,30,2397807
731,Juguetes,Peluche de Animales7,89,2339977
4766,Tecnología,Luces LED Inteligentes7,41,3983457
6824,Ropa,Cinturón Trenzado8,31,499880
9440,Juguetes,Muñeco de Acción7,44,521109
7660,Muebles,Mesa de Noche7,19,2506603
1734,Juguetes,Rompecabezas Geométrico7,96,2356909
9478,Juguetes,Caja Registradora de Juguete7,74,2123016
7486,Juguetes,Dinosaurio Robótico7,77,1437387
7837,Ropa,Pantalones de Vestir8,48,1465818
9790,Juguetes,Juguete de Espuma7,23,3222812
9259,Ropa,Zapatos Oxford8,38,2234003
3903,Tecnología,Batería Externa7,25,3320109
766,Ropa,Camisa de Algodón9,28,160140
9144,Juguetes,Set de Cocina de Juguete7,94,3602397
733,Muebles,Baúl de Almacenamiento7,41,4089220
3701,Alimentos,Salmón Ahumado8,68,1620230
6645,Ropa,Pantalón de Mezclilla9,95,2124996
5517,Tecnología,Switch de Red7,25,2745887
4597,Tecnología,Controlador para Juegos7,66,713808
54,Alimentos,Atún en Conserva8,77,4168490
6620,Juguetes,Juguete de Agua7,50,934811
8885,Muebles,Silla de Madera7,34,1957485
3740,Juguetes,Microscopio de Juguete7,77,2602174
4104,Tecnología,Docking Station7,45,2479899
4544,Ropa,Abrigo de Lana9,34,973730
5603,Muebles,Cama King Size7,59,1565937
6890,Tecnología,Tarjeta de Video7,81,3232289
6789,Tecnología,Placa Base7,72,1283312
4050,Ropa,Zapatos Deportivos9,64,1291189
9708,Alimentos,Sardinas8,18,2857716
6702,Muebles,Mueble Auxiliar7,97,3191053
5086,Ropa,Vestido de Verano9,3,1165966
4485,Alimentos,Mantequilla de Maní8,17,2813827
4304,Juguetes,Pistola de Burbujas7,96,3148386
9803,Tecnología,Estación de Carga USB7,25,3867248
1053,Juguetes,Arco y Flecha de Juguete7,79,2819892
818,Juguetes,Juguete Musical7,4,3216073
4089,Muebles,Mesa de Picnic7,2,568157
3663,Juguetes,Castillo de Juguete7,49,3929796
784,Ropa,Falda Plisada9,79,3180313
6415,Alimentos,Yogurt Natural8,69,1811581
3918,Tecnología,Lector de Tarjetas7,30,951196
8559,Muebles,Librero7,6,3513650
9691,Tecnología,Teclado Bluetooth7,36,3359744
6505,Ropa,Chamarra de Cuero9,88,2200938
8985,Juguetes,Títeres de Mano7,50,294882
5126,Muebles,Estantería de Metal7,72,2150226
2880,Tecnología,Smart Plug7,11,83398
4130,Muebles,Banco Alto7,51,2739316
742,Juguetes,Tren de Juguete7,98,3715405
8103,Muebles,Taburete Tapizado7,5,1280785
7481,Alimentos,Queso Cottage8,58,3005094
2407,Ropa,Suéter de Cachemira9,55,3392513
5631,Tecnología,Cámara 3607,18,2756754
308,Muebles,Mesita Plegable7,40,3863752
8281,Juguetes,Autobús Escolar de Juguete7,8,2642440
7201,Muebles,Mesa Consola7,88,1392487
8043,Tecnología,Reproductor Multimedia7,0,3385437
5088,Alimentos,Huevos de Campo8,22,2459429
6341,Alimentos,Pan Integral8,75,3123493
291,Juguetes,Barco Pirata de Juguete7,83,1915070
5830,Alimentos,Tortillas de Maíz8,71,533534
6054,Alimentos,Mermelada de Fresa8,63,3529572
2497,Tecnología,Smartphone8,78,889532
7474,Ropa,Guantes de Invierno9,45,894418
2935,Tecnología,Computador8,87,67855
8635,Ropa,Bufanda de Seda9,48,4086946
3723,Tecnología,Tablet8,45,3274704
3382,Muebles,Cajonera7,25,272348
